station_id,station_name,timestamp,temperature,pressure,humidity,label,fault_type,sensor_type,original_value,evaluation_value,ground_truth_anomaly,ground_truth_type,is_missing
AWS-001,Delhi Safdarjung,2026-08-02 13:40:00,39.89,1005.66,44.7,normal,none,none,,,0,normal,False
AWS-001,Delhi Safdarjung,2026-08-02 13:50:00,40.82,1005.37,44.7,normal,none,none,,,0,normal,False
AWS-001,Delhi Safdarjung,2026-08-02 14:00:00,40.66,1004.94,44.5,normal,none,none,,,0,normal,False
AWS-001,Delhi Safdarjung,2026-08-02 14:10:00,40.54,1004.79,45.9,normal,none,none,,,0,normal,False
AWS-001,Delhi Safdarjung,2026-08-02 14:20:00,,,,normal,none,all,40.89,,1,missing_telemetry,True
AWS-001,Delhi Safdarjung,2026-08-02 14:30:00,,,,normal,none,all,40.2,,1,missing_telemetry,True
AWS-001,Delhi Safdarjung,2026-08-02 14:40:00,,,,normal,none,all,40.45,,1,missing_telemetry,True
AWS-001,Delhi Safdarjung,2026-08-02 14:50:00,,,,normal,none,all,40.81,,1,missing_telemetry,True
AWS-001,Delhi Safdarjung,2026-08-02 15:00:00,,,,normal,none,all,41.37,,1,missing_telemetry,True
AWS-001,Delhi Safdarjung,2026-08-02 15:10:00,,,,normal,none,all,40.87,,1,missing_telemetry,True
AWS-001,Delhi Safdarjung,2026-08-02 15:20:00,39.83,1004.04,45.1,normal,none,none,,,0,normal,False
AWS-001,Delhi Safdarjung,2026-08-02 15:30:00,40.69,1004.52,45.0,normal,none,none,,,0,normal,False
AWS-001,Delhi Safdarjung,2026-08-02 15:40:00,40.28,1004.04,44.5,normal,none,none,,,0,normal,False
AWS-001,Delhi Safdarjung,2026-08-02 15:50:00,40.98,1004.04,45.5,normal,none,none,,,0,normal,False
AWS-001,Delhi Safdarjung,2026-08-02 16:00:00,39.93,1003.58,46.8,normal,none,none,,,0,normal,False
AWS-001,Delhi Safdarjung,2026-08-02 16:10:00,40.08,1003.94,46.0,normal,none,none,,,0,normal,False
AWS-001,Delhi Safdarjung,2026-08-02 16:20:00,39.98,1003.54,46.9,normal,none,none,,,0,normal,False
AWS-001,Delhi Safdarjung,2026-08-02 16:30:00,39.92,1003.65,48.4,normal,none,none,,,0,normal,False
AWS-001,Delhi Safdarjung,2026-08-02 16:40:00,39.25,1003.27,48.6,normal,none,none,,,0,normal,False
AWS-001,Delhi Safdarjung,2026-08-02 16:50:00,38.68,1003.42,47.1,normal,none,none,,,0,normal,False
AWS-001,Delhi Safdarjung,2026-08-02 17:00:00,38.48,1003.61,47.6,normal,none,none,,,0,normal,False
AWS-001,Delhi Safdarjung,2026-08-02 17:10:00,39.18,1003.57,49.7,normal,none,none,,,0,normal,False
AWS-001,Delhi Safdarjung,2026-08-02 17:20:00,38.49,1002.8,46.9,normal,none,none,,,0,normal,False
AWS-001,Delhi Safdarjung,2026-08-02 17:30:00,38.72,1003.22,51.2,normal,none,none,,,0,normal,False
AWS-001,Delhi Safdarjung,2026-08-02 17:40:00,37.63,1003.47,50.9,normal,none,none,,,0,normal,False
AWS-001,Delhi Safdarjung,2026-08-02 17:50:00,37.92,1003.03,51.3,normal,none,none,,,0,normal,False
AWS-001,Delhi Safdarjung,2026-08-02 18:00:00,37.55,1002.4,50.1,normal,none,none,,,0,normal,False
AWS-001,Delhi Safdarjung,2026-08-02 18:10:00,36.77,1002.41,53.0,normal,none,none,,,0,normal,False
AWS-001,Delhi Safdarjung,2026-08-02 18:20:00,36.89,1002.24,49.3,normal,none,none,,,0,normal,False
AWS-001,Delhi Safdarjung,2026-08-02 18:30:00,36.42,1002.48,53.0,normal,none,none,,,0,normal,False
AWS-001,Delhi Safdarjung,2026-08-02 18:40:00,35.48,1002.53,54.8,normal,none,none,,,0,normal,False
AWS-001,Delhi Safdarjung,2026-08-02 18:50:00,36.28,1002.51,54.1,normal,none,none,,,0,normal,False
AWS-001,Delhi Safdarjung,2026-08-02 19:00:00,35.62,1002.5,55.5,normal,none,none,,,0,normal,False
AWS-001,Delhi Safdarjung,2026-08-02 19:10:00,35.71,1002.41,52.8,normal,none,none,,,0,normal,False
AWS-001,Delhi Safdarjung,2026-08-02 19:20:00,34.57,1001.88,16.9,normal,none,humidity,54.9,16.9,1,multivariate_inconsistency,False
AWS-001,Delhi Safdarjung,2026-08-02 19:30:00,34.93,1001.85,18.4,normal,none,humidity,56.4,18.4,1,multivariate_inconsistency,False
AWS-001,Delhi Safdarjung,2026-08-02 19:40:00,33.84,1001.46,17.1,normal,none,humidity,55.1,17.1,1,multivariate_inconsistency,False
AWS-001,Delhi Safdarjung,2026-08-02 19:50:00,34.01,1001.95,18.7,normal,none,humidity,56.7,18.7,1,multivariate_inconsistency,False
AWS-001,Delhi Safdarjung,2026-08-02 20:00:00,33.13,1001.82,19.7,normal,none,humidity,57.7,19.7,1,multivariate_inconsistency,False
AWS-001,Delhi Safdarjung,2026-08-02 20:10:00,33.31,1002.06,19.2,normal,none,humidity,57.2,19.2,1,multivariate_inconsistency,False
AWS-001,Delhi Safdarjung,2026-08-02 20:20:00,33.31,1002.08,21.2,normal,none,humidity,59.2,21.2,1,multivariate_inconsistency,False
AWS-001,Delhi Safdarjung,2026-08-02 20:30:00,32.33,1001.95,21.4,normal,none,humidity,59.4,21.4,1,multivariate_inconsistency,False
AWS-001,Delhi Safdarjung,2026-08-02 20:40:00,32.09,1002.09,61.2,normal,none,none,,,0,normal,False
AWS-001,Delhi Safdarjung,2026-08-02 20:50:00,31.49,1002.19,60.7,normal,none,none,,,0,normal,False
AWS-001,Delhi Safdarjung,2026-08-02 21:00:00,31.79,1002.23,61.4,normal,none,none,,,0,normal,False
AWS-001,Delhi Safdarjung,2026-08-02 21:10:00,30.9,1001.45,64.4,normal,none,none,,,0,normal,False
AWS-001,Delhi Safdarjung,2026-08-02 21:20:00,30.5,1001.71,62.8,normal,none,none,,,0,normal,False
AWS-001,Delhi Safdarjung,2026-08-02 21:30:00,29.94,1001.72,64.0,normal,none,none,,,0,normal,False
AWS-001,Delhi Safdarjung,2026-08-02 21:40:00,30.38,1001.38,65.8,normal,none,none,,,0,normal,False
AWS-001,Delhi Safdarjung,2026-08-02 21:50:00,29.51,1001.7,65.2,normal,none,none,,,0,normal,False
AWS-001,Delhi Safdarjung,2026-08-02 22:00:00,29.23,1001.37,65.3,normal,none,none,,,0,normal,False
AWS-001,Delhi Safdarjung,2026-08-02 22:10:00,28.81,1002.21,64.5,normal,none,none,,,0,normal,False
AWS-001,Delhi Safdarjung,2026-08-02 22:20:00,28.51,1001.85,65.4,normal,none,none,,,0,normal,False
AWS-001,Delhi Safdarjung,2026-08-02 22:30:00,28.04,1001.98,66.0,normal,none,none,,,0,normal,False
AWS-001,Delhi Safdarjung,2026-08-02 22:40:00,27.77,1001.35,67.0,normal,none,none,,,0,normal,False
AWS-001,Delhi Safdarjung,2026-08-02 22:50:00,27.53,1001.66,68.7,normal,none,none,,,0,normal,False
AWS-001,Delhi Safdarjung,2026-08-02 23:00:00,27.12,1002.15,69.1,normal,none,none,,,0,normal,False
AWS-001,Delhi Safdarjung,2026-08-02 23:10:00,27.24,1001.71,70.0,normal,none,none,,,0,normal,False
AWS-001,Delhi Safdarjung,2026-08-02 23:20:00,26.55,1001.82,70.2,normal,none,none,,,0,normal,False
AWS-001,Delhi Safdarjung,2026-08-02 23:30:00,26.6,1002.19,73.8,normal,none,none,,,0,normal,False
AWS-001,Delhi Safdarjung,2026-08-02 23:40:00,26.07,1001.5,68.0,normal,none,none,,,0,normal,False
AWS-001,Delhi Safdarjung,2026-08-02 23:50:00,25.71,1001.88,73.6,normal,none,none,,,0,normal,False
AWS-001,Delhi Safdarjung,2026-08-03 00:00:00,25.98,1001.87,69.6,normal,none,none,,,0,normal,False
AWS-001,Delhi Safdarjung,2026-08-03 00:10:00,25.6,1001.6,71.3,normal,none,none,,,0,normal,False
AWS-001,Delhi Safdarjung,2026-08-03 00:20:00,24.79,1000.36,74.1,normal,none,multivariate_coherent,25.44,24.79,0,genuine_weather_event,False
AWS-001,Delhi Safdarjung,2026-08-03 00:30:00,23.84,999.57,78.1,normal,none,multivariate_coherent,25.14,23.84,0,genuine_weather_event,False
AWS-001,Delhi Safdarjung,2026-08-03 00:40:00,23.29,998.9,81.9,normal,none,multivariate_coherent,25.24,23.29,0,genuine_weather_event,False
AWS-001,Delhi Safdarjung,2026-08-03 00:50:00,21.85,997.59,84.0,normal,none,multivariate_coherent,24.45,21.85,0,genuine_weather_event,False
AWS-001,Delhi Safdarjung,2026-08-03 01:00:00,21.13,996.85,89.0,normal,none,multivariate_coherent,24.38,21.13,0,genuine_weather_event,False
AWS-001,Delhi Safdarjung,2026-08-03 01:10:00,20.89,996.01,91.9,normal,none,multivariate_coherent,24.79,20.89,0,genuine_weather_event,False
AWS-001,Delhi Safdarjung,2026-08-03 01:20:00,19.92,994.5,94.2,normal,none,multivariate_coherent,24.47,19.92,0,genuine_weather_event,False
AWS-001,Delhi Safdarjung,2026-08-03 01:30:00,18.96,993.78,97.1,normal,none,multivariate_coherent,24.16,18.96,0,genuine_weather_event,False
AWS-001,Delhi Safdarjung,2026-08-03 01:40:00,17.94,992.62,98.7,normal,none,multivariate_coherent,23.79,17.94,0,genuine_weather_event,False
AWS-001,Delhi Safdarjung,2026-08-03 01:50:00,17.46,991.36,100.0,normal,none,multivariate_coherent,23.96,17.46,0,genuine_weather_event,False
AWS-001,Delhi Safdarjung,2026-08-03 02:00:00,17.45,990.38,100.0,normal,none,multivariate_coherent,24.6,17.45,0,genuine_weather_event,False
AWS-001,Delhi Safdarjung,2026-08-03 02:10:00,24.09,1002.76,74.0,normal,none,none,,,0,normal,False
AWS-001,Delhi Safdarjung,2026-08-03 02:20:00,23.83,1002.32,75.3,normal,none,none,,,0,normal,False
AWS-001,Delhi Safdarjung,2026-08-03 02:30:00,23.42,1002.7,73.5,normal,none,none,,,0,normal,False
AWS-001,Delhi Safdarjung,2026-08-03 02:40:00,24.38,1003.11,72.8,normal,none,none,,,0,normal,False
AWS-001,Delhi Safdarjung,2026-08-03 02:50:00,24.51,1002.34,76.8,normal,none,none,,,0,normal,False
AWS-001,Delhi Safdarjung,2026-08-03 03:00:00,23.57,1002.84,75.4,normal,none,none,,,0,normal,False
AWS-001,Delhi Safdarjung,2026-08-03 03:10:00,24.09,1003.18,73.2,normal,none,none,,,0,normal,False
AWS-001,Delhi Safdarjung,2026-08-03 03:20:00,23.58,1003.1,76.2,normal,none,none,,,0,normal,False
AWS-001,Delhi Safdarjung,2026-08-03 03:30:00,24.45,1003.42,74.4,normal,none,none,,,0,normal,False
AWS-001,Delhi Safdarjung,2026-08-03 03:40:00,24.54,1002.87,75.0,normal,none,none,,,0,normal,False
AWS-001,Delhi Safdarjung,2026-08-03 03:50:00,24.68,1002.93,73.8,normal,none,none,,,0,normal,False
AWS-001,Delhi Safdarjung,2026-08-03 04:00:00,24.38,1003.28,74.2,normal,none,none,,,0,normal,False
AWS-001,Delhi Safdarjung,2026-08-03 04:10:00,24.66,1002.89,72.5,normal,none,none,,,0,normal,False
AWS-001,Delhi Safdarjung,2026-08-03 04:20:00,24.44,1003.05,71.4,normal,none,none,,,0,normal,False
AWS-001,Delhi Safdarjung,2026-08-03 04:30:00,25.27,1003.32,69.9,normal,none,none,,,0,normal,False
AWS-001,Delhi Safdarjung,2026-08-03 04:40:00,25.21,1003.51,74.0,normal,none,none,,,0,normal,False
AWS-001,Delhi Safdarjung,2026-08-03 04:50:00,25.4,1003.58,72.4,normal,none,none,,,0,normal,False
AWS-001,Delhi Safdarjung,2026-08-03 05:00:00,25.77,1003.3,71.4,normal,none,none,,,0,normal,False
AWS-001,Delhi Safdarjung,2026-08-03 05:10:00,25.27,1004.07,70.9,normal,none,none,,,0,normal,False
AWS-001,Delhi Safdarjung,2026-08-03 05:20:00,25.71,1003.51,74.8,normal,none,none,,,0,normal,False
AWS-001,Delhi Safdarjung,2026-08-03 05:30:00,25.93,1003.33,72.3,normal,none,none,,,0,normal,False
AWS-001,Delhi Safdarjung,2026-08-03 05:40:00,26.37,1003.66,69.9,normal,none,none,,,0,normal,False
AWS-001,Delhi Safdarjung,2026-08-03 05:50:00,26.97,1003.93,70.8,normal,none,none,,,0,normal,False
AWS-001,Delhi Safdarjung,2026-08-03 06:00:00,26.77,1003.67,68.9,normal,none,none,,,0,normal,False
AWS-001,Delhi Safdarjung,2026-08-03 06:10:00,27.11,1003.3,67.7,normal,none,none,,,0,normal,False
AWS-001,Delhi Safdarjung,2026-08-03 06:20:00,26.5,1003.88,69.3,normal,none,none,,,0,normal,False
AWS-001,Delhi Safdarjung,2026-08-03 06:30:00,27.86,1003.68,68.1,normal,none,none,,,0,normal,False
AWS-001,Delhi Safdarjung,2026-08-03 06:40:00,28.09,1004.18,66.7,normal,none,none,,,0,normal,False
AWS-001,Delhi Safdarjung,2026-08-03 06:50:00,28.22,1003.76,66.0,normal,none,none,,,0,normal,False
AWS-001,Delhi Safdarjung,2026-08-03 07:00:00,6.31,1003.77,65.5,normal,none,temperature,28.31,6.31,1,temperature_spike,False
AWS-001,Delhi Safdarjung,2026-08-03 07:10:00,28.57,1004.1,66.2,normal,none,none,,,0,normal,False
AWS-001,Delhi Safdarjung,2026-08-03 07:20:00,28.97,1004.27,65.5,normal,none,none,,,0,normal,False
AWS-001,Delhi Safdarjung,2026-08-03 07:30:00,29.32,1004.11,68.0,normal,none,none,,,0,normal,False
AWS-001,Delhi Safdarjung,2026-08-03 07:40:00,29.42,1004.2,64.3,normal,none,none,,,0,normal,False
AWS-001,Delhi Safdarjung,2026-08-03 07:50:00,29.92,1003.46,62.5,normal,none,none,,,0,normal,False
AWS-001,Delhi Safdarjung,2026-08-03 08:00:00,30.29,1004.08,61.1,normal,none,none,,,0,normal,False
AWS-001,Delhi Safdarjung,2026-08-03 08:10:00,30.69,1004.34,63.7,normal,none,none,,,0,normal,False
AWS-001,Delhi Safdarjung,2026-08-03 08:20:00,30.87,1004.23,61.6,normal,none,none,,,0,normal,False
AWS-001,Delhi Safdarjung,2026-08-03 08:30:00,31.48,1004.0,60.8,normal,none,none,,,0,normal,False
AWS-001,Delhi Safdarjung,2026-08-03 08:40:00,31.87,1003.56,60.1,normal,none,none,,,0,normal,False
AWS-001,Delhi Safdarjung,2026-08-03 08:50:00,31.99,1003.67,59.5,normal,none,none,,,0,normal,False
AWS-001,Delhi Safdarjung,2026-08-03 09:00:00,32.46,1004.1,60.2,normal,none,none,,,0,normal,False
AWS-001,Delhi Safdarjung,2026-08-03 09:10:00,32.42,1003.82,59.7,normal,none,none,,,0,normal,False
AWS-001,Delhi Safdarjung,2026-08-03 09:20:00,33.65,1003.6,59.6,normal,none,none,,,0,normal,False
AWS-001,Delhi Safdarjung,2026-08-03 09:30:00,33.75,1003.85,58.0,normal,none,none,,,0,normal,False
AWS-001,Delhi Safdarjung,2026-08-03 09:40:00,33.39,1003.95,57.3,normal,none,none,,,0,normal,False
AWS-001,Delhi Safdarjung,2026-08-03 09:50:00,33.78,1003.89,55.6,normal,none,none,,,0,normal,False
AWS-001,Delhi Safdarjung,2026-08-03 10:00:00,33.83,1004.19,55.8,normal,none,none,,,0,normal,False
AWS-001,Delhi Safdarjung,2026-08-03 10:10:00,34.09,1003.36,56.4,normal,none,none,,,0,normal,False
AWS-001,Delhi Safdarjung,2026-08-03 10:20:00,35.0,1003.78,57.0,normal,none,none,,,0,normal,False
AWS-001,Delhi Safdarjung,2026-08-03 10:30:00,35.82,1004.25,54.1,normal,none,none,,,0,normal,False
AWS-001,Delhi Safdarjung,2026-08-03 10:40:00,35.1,1003.53,53.5,normal,none,none,,,0,normal,False
AWS-001,Delhi Safdarjung,2026-08-03 10:50:00,35.81,1003.84,55.7,normal,none,none,,,0,normal,False
AWS-001,Delhi Safdarjung,2026-08-03 11:00:00,36.23,1003.36,54.8,normal,none,none,,,0,normal,False
AWS-001,Delhi Safdarjung,2026-08-03 11:10:00,36.28,1003.29,52.0,normal,none,none,,,0,normal,False
AWS-001,Delhi Safdarjung,2026-08-03 11:20:00,36.14,1003.06,53.2,normal,none,none,,,0,normal,False
AWS-001,Delhi Safdarjung,2026-08-03 11:30:00,36.72,1003.51,52.3,normal,none,none,,,0,normal,False
AWS-001,Delhi Safdarjung,2026-08-03 11:40:00,37.03,1003.59,51.0,normal,none,none,,,0,normal,False
AWS-001,Delhi Safdarjung,2026-08-03 11:50:00,37.01,1002.9,51.5,normal,none,none,,,0,normal,False
AWS-001,Delhi Safdarjung,2026-08-03 12:00:00,37.72,971.47,50.6,normal,none,pressure,1003.47,971.47,1,pressure_spike,False
AWS-001,Delhi Safdarjung,2026-08-03 12:10:00,38.15,1003.06,51.4,normal,none,none,,,0,normal,False
AWS-001,Delhi Safdarjung,2026-08-03 12:20:00,37.28,1003.04,49.6,normal,none,none,,,0,normal,False
AWS-001,Delhi Safdarjung,2026-08-03 12:30:00,37.61,1003.22,50.4,normal,none,none,,,0,normal,False
AWS-001,Delhi Safdarjung,2026-08-03 12:40:00,37.84,1003.19,48.0,normal,none,none,,,0,normal,False
AWS-001,Delhi Safdarjung,2026-08-03 12:50:00,37.77,1002.93,49.2,normal,none,none,,,0,normal,False
AWS-001,Delhi Safdarjung,2026-08-03 13:00:00,38.36,1002.93,46.6,normal,none,none,,,0,normal,False
AWS-001,Delhi Safdarjung,2026-08-03 13:10:00,38.64,1002.94,49.7,normal,none,none,,,0,normal,False
AWS-001,Delhi Safdarjung,2026-08-03 13:20:00,38.89,1002.79,46.2,normal,none,none,,,0,normal,False
AWS-001,Delhi Safdarjung,2026-08-03 13:30:00,38.6,1003.0,48.5,normal,none,none,,,0,normal,False
AWS-001,Delhi Safdarjung,2026-08-03 13:40:00,38.75,1002.59,48.5,normal,none,none,,,0,normal,False
AWS-001,Delhi Safdarjung,2026-08-03 13:50:00,38.63,1002.68,48.1,normal,none,none,,,0,normal,False
AWS-001,Delhi Safdarjung,2026-08-03 14:00:00,38.78,1002.78,48.6,normal,none,none,,,0,normal,False
AWS-001,Delhi Safdarjung,2026-08-03 14:10:00,38.32,1001.95,48.5,normal,none,none,,,0,normal,False
AWS-001,Delhi Safdarjung,2026-08-03 14:20:00,38.93,1002.45,46.9,normal,none,none,,,0,normal,False
AWS-001,Delhi Safdarjung,2026-08-03 14:30:00,38.57,1001.8,48.4,normal,none,none,,,0,normal,False
AWS-001,Delhi Safdarjung,2026-08-03 14:40:00,38.37,1002.26,49.1,normal,none,none,,,0,normal,False
AWS-001,Delhi Safdarjung,2026-08-03 14:50:00,39.21,1001.69,47.3,normal,none,none,,,0,normal,False
AWS-001,Delhi Safdarjung,2026-08-03 15:00:00,38.59,1001.6,47.5,normal,none,none,,,0,normal,False
AWS-001,Delhi Safdarjung,2026-08-03 15:10:00,38.34,1001.71,49.7,normal,none,none,,,0,normal,False
AWS-001,Delhi Safdarjung,2026-08-03 15:20:00,38.59,1001.66,45.6,normal,none,none,,,0,normal,False
AWS-001,Delhi Safdarjung,2026-08-03 15:30:00,38.57,1001.83,47.5,normal,none,none,,,0,normal,False
AWS-001,Delhi Safdarjung,2026-08-03 15:40:00,38.36,1001.34,48.1,normal,none,none,,,0,normal,False
AWS-001,Delhi Safdarjung,2026-08-03 15:50:00,37.3,1001.39,48.4,normal,none,none,,,0,normal,False
AWS-001,Delhi Safdarjung,2026-08-03 16:00:00,37.72,1001.3,49.5,normal,none,none,,,0,normal,False
AWS-001,Delhi Safdarjung,2026-08-03 16:10:00,37.89,1001.16,48.9,normal,none,none,,,0,normal,False
AWS-001,Delhi Safdarjung,2026-08-03 16:20:00,37.8,1001.21,49.7,normal,none,none,,,0,normal,False
AWS-001,Delhi Safdarjung,2026-08-03 16:30:00,37.54,1001.17,48.8,normal,none,none,,,0,normal,False
AWS-001,Delhi Safdarjung,2026-08-03 16:40:00,37.6,1000.79,50.6,normal,none,none,,,0,normal,False
AWS-001,Delhi Safdarjung,2026-08-03 16:50:00,37.37,1000.82,51.0,normal,none,none,,,0,normal,False
AWS-001,Delhi Safdarjung,2026-08-03 17:00:00,36.01,1000.65,11.3,normal,none,humidity,53.3,11.3,1,humidity_spike,False
AWS-001,Delhi Safdarjung,2026-08-03 17:10:00,36.87,1000.56,51.7,normal,none,none,,,0,normal,False
AWS-001,Delhi Safdarjung,2026-08-03 17:20:00,36.41,1000.78,50.2,normal,none,none,,,0,normal,False
AWS-001,Delhi Safdarjung,2026-08-03 17:30:00,36.68,1000.66,54.4,normal,none,none,,,0,normal,False
AWS-001,Delhi Safdarjung,2026-08-03 17:40:00,36.5,1000.93,53.2,normal,none,none,,,0,normal,False
AWS-001,Delhi Safdarjung,2026-08-03 17:50:00,35.05,1000.11,55.4,normal,none,none,,,0,normal,False
AWS-001,Delhi Safdarjung,2026-08-03 18:00:00,35.09,1000.77,54.8,normal,none,none,,,0,normal,False
AWS-001,Delhi Safdarjung,2026-08-03 18:10:00,35.29,1000.5,54.2,normal,none,none,,,0,normal,False
AWS-001,Delhi Safdarjung,2026-08-03 18:20:00,34.35,999.87,56.9,normal,none,none,,,0,normal,False
AWS-001,Delhi Safdarjung,2026-08-03 18:30:00,34.88,1000.37,54.9,normal,none,none,,,0,normal,False
AWS-001,Delhi Safdarjung,2026-08-03 18:40:00,33.6,1000.08,54.0,normal,none,none,,,0,normal,False
AWS-001,Delhi Safdarjung,2026-08-03 18:50:00,33.37,1000.25,56.7,normal,none,none,,,0,normal,False
AWS-001,Delhi Safdarjung,2026-08-03 19:00:00,33.55,999.82,57.3,normal,none,none,,,0,normal,False
AWS-001,Delhi Safdarjung,2026-08-03 19:10:00,32.76,1000.21,58.3,normal,none,none,,,0,normal,False
AWS-001,Delhi Safdarjung,2026-08-03 19:20:00,32.44,999.78,58.0,normal,none,none,,,0,normal,False
AWS-001,Delhi Safdarjung,2026-08-03 19:30:00,32.6,999.78,57.9,normal,none,none,,,0,normal,False
AWS-001,Delhi Safdarjung,2026-08-03 19:40:00,31.98,999.97,63.3,normal,none,none,,,0,normal,False
AWS-001,Delhi Safdarjung,2026-08-03 19:50:00,32.19,1000.02,61.1,normal,none,none,,,0,normal,False
AWS-001,Delhi Safdarjung,2026-08-03 20:00:00,31.0,999.28,60.9,normal,none,none,,,0,normal,False
AWS-001,Delhi Safdarjung,2026-08-03 20:10:00,30.97,999.76,61.2,normal,none,none,,,0,normal,False
AWS-001,Delhi Safdarjung,2026-08-03 20:20:00,30.6,999.65,64.8,normal,none,none,,,0,normal,False
AWS-001,Delhi Safdarjung,2026-08-03 20:30:00,30.25,999.52,63.3,normal,none,none,,,0,normal,False
AWS-001,Delhi Safdarjung,2026-08-03 20:40:00,29.54,999.91,66.5,normal,none,none,,,0,normal,False
AWS-001,Delhi Safdarjung,2026-08-03 20:50:00,29.52,999.89,64.8,normal,none,none,,,0,normal,False
AWS-001,Delhi Safdarjung,2026-08-03 21:00:00,28.54,999.63,63.8,normal,none,none,,,0,normal,False
AWS-001,Delhi Safdarjung,2026-08-03 21:10:00,28.72,999.67,67.3,normal,none,none,,,0,normal,False
AWS-001,Delhi Safdarjung,2026-08-03 21:20:00,28.42,999.92,68.2,normal,none,none,,,0,normal,False
AWS-001,Delhi Safdarjung,2026-08-03 21:30:00,27.82,999.46,68.1,normal,none,none,,,0,normal,False
AWS-001,Delhi Safdarjung,2026-08-03 21:40:00,27.82,999.62,67.0,normal,none,none,,,0,normal,False
AWS-001,Delhi Safdarjung,2026-08-03 21:50:00,27.32,999.88,69.0,normal,none,none,,,0,normal,False
AWS-001,Delhi Safdarjung,2026-08-03 22:00:00,26.99,999.37,69.0,normal,none,humidity,68.3,69.0,1,frozen_sensor,False
AWS-001,Delhi Safdarjung,2026-08-03 22:10:00,26.57,999.45,69.0,normal,none,humidity,68.1,69.0,1,frozen_sensor,False
AWS-001,Delhi Safdarjung,2026-08-03 22:20:00,26.68,999.82,69.0,normal,none,humidity,70.7,69.0,1,frozen_sensor,False
AWS-001,Delhi Safdarjung,2026-08-03 22:30:00,25.62,1000.27,69.0,normal,none,humidity,72.1,69.0,1,frozen_sensor,False
AWS-001,Delhi Safdarjung,2026-08-03 22:40:00,25.39,999.47,69.0,normal,none,humidity,72.6,69.0,1,frozen_sensor,False
AWS-001,Delhi Safdarjung,2026-08-03 22:50:00,24.88,999.91,69.0,normal,none,humidity,72.3,69.0,1,frozen_sensor,False
AWS-001,Delhi Safdarjung,2026-08-03 23:00:00,25.2,999.59,69.0,normal,none,humidity,71.8,69.0,1,frozen_sensor,False
AWS-001,Delhi Safdarjung,2026-08-03 23:10:00,24.56,1000.05,69.0,normal,none,humidity,74.7,69.0,1,frozen_sensor,False
AWS-001,Delhi Safdarjung,2026-08-03 23:20:00,24.37,1000.13,69.0,normal,none,humidity,73.9,69.0,1,frozen_sensor,False
AWS-001,Delhi Safdarjung,2026-08-03 23:30:00,24.48,1000.34,69.0,normal,none,humidity,73.8,69.0,1,frozen_sensor,False
AWS-001,Delhi Safdarjung,2026-08-03 23:40:00,24.56,1000.54,69.0,normal,none,humidity,74.2,69.0,1,frozen_sensor,False
AWS-001,Delhi Safdarjung,2026-08-03 23:50:00,23.8,1000.16,69.0,normal,none,humidity,76.1,69.0,1,frozen_sensor,False
AWS-001,Delhi Safdarjung,2026-08-04 00:00:00,23.75,1000.04,69.0,normal,none,humidity,75.9,69.0,1,frozen_sensor,False
AWS-001,Delhi Safdarjung,2026-08-04 00:10:00,22.85,1000.01,69.0,normal,none,humidity,75.6,69.0,1,frozen_sensor,False
AWS-001,Delhi Safdarjung,2026-08-04 00:20:00,23.09,1001.18,69.0,normal,none,humidity,78.2,69.0,1,frozen_sensor,False
AWS-001,Delhi Safdarjung,2026-08-04 00:30:00,22.91,1000.1,69.0,normal,none,humidity,75.7,69.0,1,frozen_sensor,False
AWS-001,Delhi Safdarjung,2026-08-04 00:40:00,23.06,1000.68,75.1,normal,none,none,,,0,normal,False
AWS-001,Delhi Safdarjung,2026-08-04 00:50:00,22.61,1000.53,76.7,normal,none,none,,,0,normal,False
AWS-001,Delhi Safdarjung,2026-08-04 01:00:00,22.49,1000.71,77.4,normal,none,none,,,0,normal,False
AWS-001,Delhi Safdarjung,2026-08-04 01:10:00,21.94,1000.59,78.6,normal,none,none,,,0,normal,False
AWS-001,Delhi Safdarjung,2026-08-04 01:20:00,21.73,1001.11,77.3,normal,none,none,,,0,normal,False
AWS-001,Delhi Safdarjung,2026-08-04 01:30:00,22.14,1000.62,77.1,normal,none,none,,,0,normal,False
AWS-001,Delhi Safdarjung,2026-08-04 01:40:00,21.79,1001.24,76.8,normal,none,none,,,0,normal,False
AWS-001,Delhi Safdarjung,2026-08-04 01:50:00,22.39,1000.74,76.0,normal,none,none,,,0,normal,False
AWS-001,Delhi Safdarjung,2026-08-04 02:00:00,21.74,1000.9,77.9,normal,none,none,,,0,normal,False
AWS-001,Delhi Safdarjung,2026-08-04 02:10:00,21.48,1001.27,77.8,normal,none,none,,,0,normal,False
AWS-001,Delhi Safdarjung,2026-08-04 02:20:00,22.07,1001.3,77.7,normal,none,none,,,0,normal,False
AWS-001,Delhi Safdarjung,2026-08-04 02:30:00,21.51,1001.38,78.1,normal,none,none,,,0,normal,False
AWS-001,Delhi Safdarjung,2026-08-04 02:40:00,21.93,1001.01,76.1,normal,none,none,,,0,normal,False
AWS-001,Delhi Safdarjung,2026-08-04 02:50:00,22.49,1001.65,78.2,normal,none,none,,,0,normal,False
AWS-001,Delhi Safdarjung,2026-08-04 03:00:00,20.48,1001.25,78.4,normal,none,none,,,0,normal,False
AWS-001,Delhi Safdarjung,2026-08-04 03:10:00,21.92,1001.36,75.0,normal,none,none,,,0,normal,False
